,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
310,"ASUS TUF Gaming FX505GT - 15.6"" FHD - i5-9300H - NVIDIA GTX 1650-8GB - 512GB SSD - Black",,,64,Asus,4.5,Asus,,,0.28,26.2,16.0,,,Intel,,,8,,DDR4,,,,,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,,,,"2,4 GHz radiofrecuencia",,,,Windows 10 Home,15,1.0,3.3,FX505GT-BI5N7,2019-11-11
311,"HP 15.6"" diagonal HD SVA BrightView WLED-backlit touch Laptop, AMD Dual-Core A9-9420 APU (3 GHz, 1 MB cache) + AMD Radeon R5 Graphics, 8GB RAM, 1TB HD, Silk gold",,,1,HP,1.0,HP,,,,,16.0,,,AMD,1.2GHz Cortex A9 Processor,3.0,8,DDR4,GDDR4,,1,,Serial ATA-300,radeon r5,amd_radeon_r5,,,,"802.11b, Bluetooth",,,,Windows 10,62,4.0,2.6,,2018-03-08
312,"Asus Gaming Laptop, 17.3” Full HD Wideview Display, Intel Core i7-7700HQ Processor, NVIDIA GTX 1050 Ti 4GB, 8GB DDR4 RAM, 1TB HDD, Backlit Keyboard, USB 3.1 Type C, Windows 10 Home, FX73VE-WH71",,,79,Asus,3.6,Asus,FX73VE-WH71,,0.33,27.2,17.0,1920,1080,Intel,Intel Core i7,2.8,8,DDR4,DDR4,32.0,1,Mechanical Hard Drive,Serial ATA-600,GTX 1050 Ti,nvidia_geforce_gtx_1050_ti,GDDR5,4,PCI-E,802.11ac,1,,DVD-R DL,Windows 10,48,4.0,4.6,FX73VE-WH71,2017-10-28
313,"Acer Aspire 1, 14 ""Full HD, Intel Celeron N3450, 4GB de RAM, 32GB de almacenamiento, Windows 10 Home, A114-31-C4HH",,,683,Acer,3.4,Acer,,Negro,0.18,24.5,14.0,,,Intel,Intel Celeron,1.1,4,,,4.0,32,,,Intel HD Graphics 500,intel_hd_graphics_500,,,Integrado,802.11ac,2,,None,Windows 10 Home,48,4.0,2.3,A114-31-C4HH,2017-08-07
314,"computadora portátil para gaming Dell G3 2019 | visualización FHD de 15,6"" | 9ª generación Intel Quad-Core i5-9300H hasta 4,1GHz| 8GB DDR4| 512GB PCIE SSD| GeForce GTX 1660 Ti 6GB| USB 3.0| HDMI| Windows 10",,,14,Dell,4.2,Dell,G3 Gaming,,0.22,25.4,16.0,1920,1080,Intel,Intel Core i5,2.4,8,DDR4,DDR4,,512,,PCIE x 4,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,nvidia_geforce_gtx,,,,Bluetooth,,,,Windows 10,51,3.0,3.7,G3 Gaming,2019-08-03
315,"Lenovo ThinkPad X1 Carbon Negro Portátil 35.6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil 1.90 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8650U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.90 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 16 GB, 512 GB)",65050.0,71598.68,23,Lenovo,4.3,Lenovo,X1 Carbon,Negro,21.8,0.15,14.0,1920,1080,Intel,Intel Core i7,1.9,16,"A bordo, LPDDR3-SDRAM",,16.0,512,,PCIE x 16,Intel UHD Graphics 620,No disponible,DDR DRAM,,Integrado,802.11g,,2,No,Windows 10 Pro,57,3.0,2.0,20KH002JUS,2018-02-05
316,"DELL Latitude 7480 Negro Portátil 35.6 cm (14"") 1920 x 1080 Pixeles 2.60 GHz Intel® Core™ i5 de la séptima generación i5-7300U - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.60 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",15999.0,31188.0,5,Dell,2.2,Dell,7480,Negro,8.1,29.2,14.0,1920,1080,Intel,8032,2.6,8,"SO-DIMM, DDR4-SDRAM",,32.0,256,Flash Memory Solid State,,integrated_graphics,No disponible,,,,802.11ac,,,No,Windows 10 Pro,60,4.0,2.5,J350V,2017-05-26
317,"ASUS ROG 15.6"" Gaming Laptop with the Ryzen 7 3750H Quad-Core up to 4.0GHz Processor, 16GB DDR4, 512GB PCIE SSD, and GeForce GTX 1660 Ti 6GB Graphics",,,2,Asus,1.0,Asus,GA502DU,,0.2,25.1,16.0,1920,1080,AMD,AMD R Series,2.3,16,DDR4,DDR4,,512,,PCIE x 4,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,76,4.0,2.1,GA502DU,2019-07-22
318,"Asus Vivobook Flip 14 Thin & Light 2 en 1, portátil táctil delgado y ligero, procesador FHD Intel Core i7-8565U, 8 GB de RAM, 512 GB PCIe Nvme SSD, Windows 10 Home, lector de huellas dactilares, TP412FA-DB72T, color gris",,,8,Asus,4.3,Asus,VivoBook Flip 14 TP412FA,gris,0.18,22.6,14.0,,,Intel,Intel Core i7,4.6,8,DDR4,DDR4,12.0,512,,Solid State,Intel UHD Graphics 620,Integrated,Shared,8,Integrado,"802.11b/n/ac, Bluetooth",2,,No Optical Drive,Windows 10 Home,42,3.0,2.1,TP412FA-DB72T,2019-07-20
319,"RCA Viking Pro Flagship Black Edition 10.1 Touchscreen 2 In 1 Tablet Laptop, Detachable Keyboard, Free Office Moblie APP, Quad-Core Processor,32G storage, IPS Display, Android 5.0 Lollipop",,,68,RCA,3.7,RCA,,Negro,0.1,16.5,10.0,,,,,,1,DDR3L,DDR,,32,,,,,,,,"Bluetooth, 802.11bgn",1,,,,4,2.0,1.3,Viking Pro,2016-10-28
320,"Acer A315-51-31GK Touchpad NX.GNPAA.001 Intel Core i3-7100U 2.40GHz, 15.6"" 15.6"" procesador",,,9,Acer,3.2,Acer,,,0.23,25.9,16.0,,,Intel,Core i3-2330M,2.4,4,,SODIMM,1024.0,1024,,Serial ATA,integrated_graphics,intel_hd_graphics_620,,,,"802.11ac, 802.11a",2,,None,Windows 10 Home,45,2.0,2.6,A315-51-31GK,2017-09-18
321,"Asus F555LA-AB31 15.6-Inch Laptop (2.1 GHz Core i3-5010U Processor,4 GB RAM,500 GB Hard Drive, Windows 10), Black",,,2292,Asus,3.7,Asus,F555LA,Black,0.25,38.1,16.0,,,Intel,Intel Core i3,2.1,4,DDR3,DDR3,8.0,500,mechanical_hard_drive,,Intel HD,,,,,802.11ac,1,2,DL DVD±RW/CD-RW,Windows 10,37,2.0,3.0,F555LA-AB31,2015-08-01
322,"MSI GP63 Leopard 8RE-077US Laptop Gaming Notebook, i7-8750H, GTX 1060 6GB, 16GB RAM, 256GB SSD + 1TB HDD, 15.6″, Windows 10",,,24,MSI,4.1,MSI,,NEGRO,0.16,36.9,16.0,,,Intel,Athlon 2650e,4.1,16,,DDR4,,256,,Serial ATA,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,Integrado,802.11ac,,,,Windows 10,51,6.0,4.2,GP63 Leopard-077,2018-08-28
323,"ASUS ZenBook 14 Ultra delgado y ligero portátil, 4 vías NanoEdge 14 pulgadas FHD, Intel Core i7-8565U, 8 GB de RAM, 512 GB Nvme PCIe SSD, Numerpad, Wi-Fi 5, Windows 10, Plata Azul, UX431FA-ES74",28290.0,,161,Asus,4.1,Asus,Asus ZenBook 14,,0.15,21.1,14.0,,,Intel,Intel Core i7,4.6,8,,DDR3,8.0,512,,Solid State,Intel HD Graphics 620,,Shared,,Integrado,802.11a/b/g/n/ac,1,,None,Windows 10 Home,47,2.0,2.2,UX431FA-ES74,2019-02-27
324,"Newest HP Spectre x360 15t Touch AMOLED with 10th Gen Intel i7-10510U, Pen, 3 Years McAfee Internet Security, Windows 10 PRO, HP Worldwide Warranty, 2-in-1 Laptop PC (16GB, 1TB SSD, Poseidon Blue)",60550.0,,5,HP,5.0,HP,Spectre 15t OLED 10th 1TB Pro McAfee,Azul (Poseidon Blue),0.19,25.0,16.0,3840,2160,Intel,Intel Core i7,1.8,16,DDR4,DDR4,,1,,Solid State,GeForce MX250,dedicated,,,,802.11ac,,,,Windows 10 Pro,84,6.0,4.5,Spectre 15t OLED 10th 1TB Pro McAfee,2019-12-08
325,"HP Stream 14-ax020wm Púrpura Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB DDR3L-SDRAM 32 GB Flash - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)",,,50,HP,3.7,HP,14-ax020wm,Púrpura,30.4,45.0,14.0,1366,768,Intel,Intel Celeron,1.6,6,"SO-DIMM, DDR3L-SDRAM",DDR3,,32,,,Intel HD Graphics 400,No disponible,,,,802.11ac,1,,No,Windows 10 Home,48,6.0,2.1,2724563816356,2017-06-15
326,"Lenovo ideapad 320,15.6"" 4GB RAM, 1000GB Disco Duro Híbrido, Intel HD Graphics 500, Windows 10 Home, teclado en inglés.",,,190,Lenovo,3.2,Lenovo,320,Azul,0.25,25.9,16.0,1366,768,Intel,Intel Celeron,1.1,4,"SO-DIMM, DDR3L-SDRAM",DDR3,8.0,1000,,Serial ATA,Intel HD Graphics 500,No disponible,,,Integrado,802.11ac,1,,None,Windows 10 Home,4,2.0,2.6,80XR00AGUS,2017-12-07
327,"Dell G7 Series 7588 15.6"" Full HD Gaming Laptop - 8th Gen. Intel Core i7-8750H Processor up to 4.10 GHz, 16GB RAM, 128GB SSD + 1TB HDD, 6GB Nvidia GeForce GTX 1060 with Max-Q Design, Windows 10",,,2,Dell,2.9,Dell,G7,negro (Licorice Black),0.25,38.9,16.0,1920,1080,Intel,Intel Core i7,2.2,16,DDR4,SODIMM,,1128,,Serial ATA,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,GDDR5,,,802.11ac,,,,Windows 10,55,4.0,4.2,7588,2018-07-05
328,"ASUS VivoBook E402MA-EH01-BL computadora portátil Azul 35.6 cm (14"") 1366 x 768 Pixeles 2.16 GHz Intel® Celeron® N2840 - Ordenador portátil (Intel® Celeron®, 2.16 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 2 GB, 32 GB)",8990.0,,127,Asus,3.7,Asus,E402MA-EH01-BL,Azul,0.23,33.8,14.0,1366,768,Intel,Intel Turbo N2840,2.16,2,DDR3,DDR3,2.0,32,,,Intel HD,Intel® HD Graphics,,,,802.11bgn,1,,,Windows 10 Home,32,4.0,2.1,E402MA-EH01-BL,2015-10-26
329,"2017 Lenovo N23 11.6-inch Touchscreen 2-in-1 Business Laptop, Intel Celeron N3060, 4GB Memory, 32GB eMMC, Windows 10 Professional",7774.08,,22,Lenovo,2.5,Lenovo,Lenovo N23,Negro,0.23,21.3,12.0,1366,768,Intel,Intel Celeron,1.6,4,,DDR3,,32,,Solid State,Intel HD Graphics,intel_hd,,,,802.11a,2,,,Windows 10,45,3.0,2.0,Lenovo N23,2017-11-24
330,"HP X360 ProBook G1 11.6-Inch Touchscreen 2-in-1 Convertible Laptop PC (Intel Dual Core N3350 1.1GHz, 4GB RAM, 128GB SSD, HDMI, Bluetooth, Webcam, WiFi, Windows 10 Professional) Black",,,7,HP,4.1,HP,HP ProBook x360 11-G1 EE,Negro,5.1,25.4,12.0,1366,768,Intel,Intel Celeron,1.1,4,,DDR3,,128,,Serial ATA,Intel HD Graphics 550,intel_hd,,,,802.11a,,,,Windows 10 Pro,6,2.0,2.1,HP ProBook x360 11-G1 EE,2018-03-08
331,GPD Pocket 2 [2019 HW Update-CPU Intel m3-8100Y] 7 Inches Touch Screen Mini Laptop UMPC Tablet PC Windows 10 System lntel HD Graphics 615 8GB RAM/128G Storage,15699.99,,57,LANRUO,4.1,LANRUO,GPDLANRUO009,Plateado,0.4,11.3,7.0,2560,1600,Intel,Intel Core M-5Y10 Processor,1.1,8,,DDR3,,128,,Serial ATA-150,lntel HD Graphics 615,,DDR3 SDRAM,,,"2,4 GHz radiofrecuencia, 5,8 GHz radiofrecuencia",,,,Windows 10 Home,7,,1.0,GPDLANRUO009,2018-09-08
332,"2018 Newest Premium HP 17.3"" Full HD IPS Gaming Laptop, Intel Dual-Core i7-7500U up to 3.5GHz, 16GB DDR4, 1TB HDD, 4GB AMD Radeon 530, Backlit Keyboard, DVD Burner, 802.11ac, HDMI, Bluetooth, Win 10",,,19,HP,3.9,HP,HP-17.3-i7,,0.25,27.8,17.0,1920,1080,Intel,Intel Core i7,2.7,16,DDR4,DDR,,1,,Serial ATA,AMD Radeon 530,amd_radeon_r5_m430,DDR SDRAM,,,"802.11ac, Bluetooth",1,,,Windows 10 Home,35,2.0,3.4,2PE33UAR#ABA,2017-12-06
333,"Asus TUF Gaming Laptop FX504, 15.6"", i5-8300H | GTX 1050 | 256GB SSD, 15""-1599 Inches",,,65,Asus,4.2,Asus,TUF Gaming,,0.25,26.2,16.0,,,Intel,,,8,DDR4,DDR4,32.0,256,,Solid State,NVIDIA GeForce GTX 1050,Dedicated,GDDR5,,PCI-E,802.11a/b/g/n/ac,1,,None,Windows 10 Home,48,3.0,2.8,FX504GD-NH51,2018-12-18
334,"Asus, Azul Oscuro, 14-14.99 Inches",10090.0,,66,Asus,2.6,Asus,ASUS L402YA,Azul oscuro,0.22,23.6,14.0,,,AMD,AMD E Series,1.5,4,DDR3,DDR3,4.0,64,,Solid State,AMD Radeon R2,,Shared,,Integrado,"802.11a/b/g/n/ac, Bluetooth",1,,No Optical Drive,Windows 10 Home,32,2.0,2.2,L402YA-ES22-DB,2019-07-27
335,"Dell Inspiron 15 Laptop Computer 15.6"" FHD Touchscreen 10th Gen Intel Quad-Core i5 1035G1 up to 3.6GHz 12GB DDR4 RAM 512GB PCIE SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 HDMI Blue Windows 10 Home",,,1,Dell,5.0,Dell,Inspiron,,0.23,25.8,16.0,1920,1080,Intel,Intel Core i5,1.0,12,DDR4,DDR4,,512,,PCIE x 4,Intel ICL-U UHD Graphics,,,,,802.11ac,,,,Windows 10,42,3.0,2.8,15 3000,2019-10-09
336,"Dell 2018 Newest Inspiron 3000 11.6Ó 2-in-1 Touchscreen Laptop/Tablet PC, 7th Gen AMD A6-9220e 2.5GHz Processor, 4GB 2400MHz DDR4, 32GB SSD, Bluetooth, WiFi, MaxxAudio, Windows 10-Red",9699.0,,33,Dell,2.7,Dell,11 3000,Rojo,0.2,20.2,12.0,,,Intel,AMD A Series,2.4,4,DDR4,DDR4,32.0,32,,,AMD Radeon R4,,,,Integrado,802.11bgn,2,,None,Windows 10,32,4.0,2.5,i3185-A982RED,2018-05-16
337,"ASUS ROG Strix Hero III Gaming laptop 17.3"" 144Hz Full HD NVIDIA GeForce RTX 2070 Intel Core i7-9750H 16GB DDR4 512GB SSD Windows 10 teclado en inglés",,,106,Asus,4.3,Asus,ROG Strix Hero III,,0.26,29.3,17.0,,,Intel,,,16,DDR4,DDR4,32.0,512,,Solid State,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,PCI-E,"802.11b/n/ac, Bluetooth",,,No Optical Drive,Windows 10 Home,66,4.0,5.0,G731GV-DB74,2019-05-29
338,Apple MQD32E/A MacBook Air Plata 13.3 inches 1.8 GHz 8 GB 128 GB,,,14,Apple,4.6,Apple,MQD32E/A,Plata,0.1,15.0,13.0,1440,900,All winner,None,2.3,8,"A bordo, LPDDR3-SDRAM",DDR3,128.0,128,,PCIE x 16,,No disponible,,,,Bluetooth,,,No,macOS 10.12 Sierra,6,2.0,2.9,MQD32E/A,2017-06-20
339,"Asus Laptop, Núcleo i5 Quad Core, 15-15.99 Inches",21199.0,,55,Asus,3.8,Asus,ASUS X555QA,,30.0,6.6,16.0,,,AMD,A-Series,3.4,8,,DDR4,16.0,1,,Serial ATA-600,AMD Radeon R7,Integrated,Shared,,Integrado,802.11bgn,1,,DVD-R DL,Windows 10 Home,37,2.0,3.2,X555QA-DH12,2018-09-18
340,"computadora portátil Dell Inspiron 15 5000: Core i7-8550U, SSD de 128 GB + disco duro de 1 TB, 8 GB de RAM, visualización Full HD de 15,6 pulgadas, teclado retroiluminado, Windows 10, Plateado, i7-8550U / 128 GB Solid State Driv",,,111,Dell,4.1,Dell,Dell Inspiron,Plateado,0.2,25.9,16.0,1920,1080,Intel,Intel Core i7,1.8,8,,DDR4,3.0,1,,Solid State,Intel HD Graphics 620,Integrated,72-Pin EDO SIMM Memory,3,AGP,Bluetooth,1,,BD-R,Windows 10,42,3.0,3.1,Dell-I5575,2018-02-05
341,"Lenovo Flex 14 2 en 1 FHD visualización táctil portátil, procesador Intel i5-8265U, 8 GB DDR4 RAM, 512 GB SSD, HDMI, lector de huellas digitales, USB 3.1 tipo C, lector de tarjetas multimedia, teclado retroiluminado, Dolby Audio, Win10",,,13,Lenovo,4.2,Lenovo,,,,,14.0,,,Intel,Core i5 Family,1.6,8,DDR4,DDR4,,512,,Solid State,,,,,,Bluetooth,,,,Windows 10,5,3.0,2.3,,2019-11-13
342,"Razer Blade 15 Gaming Laptop 2019: Core i7 - 9750H 6 Core - RTX 2060 - 15.6"" FHD 1080P 144Hz - 16GB RAM - 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3 Compatible - Quartz Pink",,,17,Razer,4.2,Razer,Blade 15,Quartz Pink,23.5,0.2,16.0,,,Intel,Core i7 Family,2.6,16,,DDR4,64.0,,,Solid State,,Dedicated,GDDR6,,PCI-E,Bluetooth,,,Sin unidad óptica,Windows 10,65,4.0,4.1,RZ09-03006EQ2-R3U1,2019-11-20
343,"Dell 2018 Flagship Inspiron Laptop, FHD IPS 15.6"" Touchscreen, Intel Quad-Core i5-8250U (Beat i7-7500U), 8GB DDR4, 1TB HDD, DVDRW, Backlit Keyboard, WiFi, Bluetooth, Webcam, Windows 10",,,59,Dell,3.6,Dell,Dell_Inspiron_i5-8250U,,,,16.0,,,Intel,Intel Core i5,1.6,8,,DDR3,,1,,Serial ATA,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,4,6.0,3.2,T8TJG,2017-12-13
344,"Lenovo Laptop FHD de 14"" - Procesador AMD A6-9220C Dual-Core, 4GB RAM, 64GB eMMC, Windows 10 Pro, Negro - 14W (81MQ000JUS)",8799.0,,30,Lenovo,3.7,Lenovo,Lenovo 14W,,33.3,35.3,14.0,,,AMD,AMD A Series,1.8,4,DDR4,,4.0,64,,Solid State,,Integrated,DRAM,,Integrado,"802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a",2,,None,Windows 10 Pro,57,3.0,2.4,81MQ000JUS,2019-04-03
345,"ASUS 15.6"" FHD Gaming Laptop Core i5-9300H, 8GB RAM, 512GB SSD, GTX 1650 4GB, Quad-Core up to 4.10 GHz, Backlight Keyboard, RJ-45 LAN, USB 3.0, 1920x1080 Widescreen LED, Win 10",,,3,Asus,5.0,Asus,850011105979,,0.28,26.2,16.0,1920,1080,Intel,Intel Core i5,2.4,8,DDR4,DDR4,,512,,Solid State,NVIDIA GeForce GTX 1650,dedicated,,4,,802.11ac,,,,Windows 10,48,3.0,3.3,,2019-11-27
346,"HP Omen 2019 17 Pulgadas Gaming Laptop Intel i7-9750H, NVIDIA GeForce RTX 2060 (6 GB), 16 GB de RAM, 512 GB de Unidad de Estado sólido, VR Ready, Windows 10 Home (17-cb0070nr, Shadow Black)",,,24,HP,4.0,HP,17-cb0070nr,,0.28,27.9,17.0,1920,1080,Intel,,,16,SDRAM,,16.0,,,Serial ATA,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,Integrado,,,,No Optical Drive,Windows 10 Home,70,4.0,4.6,7FV12UA#ABA,2019-07-26
347,"Acer Predator Helios 300 Gaming Laptop, Intel Core i5-9300H, GeForce GTX 1660 Ti, 15.6"" Full HD 120Hz Display, 3ms Response Time, 8GB DDR4, 512GB PCIe NVMe SSD, Backlit Keyboard, PH315-52-588F",,,20,Acer,4.4,Acer,PH315-52-588F,Black,0.23,25.4,16.0,,,Intel,Intel Core i5,4.1,8,DDR4,DDR4,32.0,512,,Solid State,,Dedicated,GDDR6,,Integrado,802.11ac,,,No Optical Drive,Windows 10 Home,45,3.0,3.5,PH315-52-588F,2019-11-07
348,"Lenovo Thinkpad T470s 14 Inch FHD (1920x1080) IPS Backlit LED Business Laptop (Intel Dual-Core i5-6300U, 8GB DDR4 RAM, 256GB SSD, HD 520) Thunderbolt 3, HDMI, RJ-45, Type-C, Windows 10 Professional",19999.95,,3,Lenovo,5.0,Lenovo,ThinkPad T470s Commercial Notebook PC,,0.2,33.7,14.0,1920,1080,Intel,1.2GHz Cortex A8 Processor,2.4,8,DDR4,DDR4,64.0,256,,Solid State,Intel HD Graphics 620,intel_hd_graphics_520,72-Pin EDO SIMM Memory,,Integrado,"Bluetooth, 802.11ac",,,BD-R,Windows 10 Pro,4,3.0,2.2,ThinkPad T470s Business Laptop,2019-07-03
349,"HP Pavilion 15-cs0051wm Oro, Plata Computadora portátil 39.6 cm (15.6"") 1366 x 768 Pixeles Pantalla táctil 8ª generación de procesadores Intel® Core™ i5 i5-8250U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.60 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 8 GB, 1000 GB)",,,11,HP,4.1,HP,15-cs0051wm,"Oro, Plata",0.18,24.2,16.0,1366,768,,Intel Core i5,1.6,8,"SO-DIMM, DDR4-SDRAM",DDR4,,1000,,Serial ATA,,No disponible,,,,"802.11b, 802.11g",,,No,Windows 10 Home,33,4.0,2.5,4AL49UA,2018-06-17
350,"HP 2017 Omen 15.6"" Full-HD IPS Flagship High Performance Gaming Laptop PC, Intel Core i7-770HQ Quad-Core Processor, NVIDIA GTX 1050Ti 4GB DDR5, 12GB RAM, 1TB HDD, Backlit Keyboard, Windows 10",,,1,HP,4.0,HP,Omen 15,Negro,0.25,25.4,16.0,1920,1080,Intel,Intel Core i7,2.8,12,,DDR4,,1,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,nvidia_geforce_gtx_1050_ti,DDR5 SDRAM,4,,802.11ac,,,,Windows 10,6,2.0,3.5,Omen 15,2017-11-16
351,"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 8GB DDR4 Memory/ 256GB PCIe SSD + 16GB Optane/ AC WiFi/ HDMI/ Gold/ Windows 10",,,11,HP,4.8,HP,HP Pavilion x360,,0.21,25.9,14.0,1920,1080,Intel,Intel Core i5,1.6,8,DDR4,DDR4,,256,,Solid State,Intel UHD Graphics,,,,PCI-E,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,,Windows 10,41,3.0,2.2,HP Pavilion x360,2019-11-30
352,"Acer Aspire 7 Laptop - visualización IPS de 15,6"" (Full HD, 9ª generación Intel Core i7-9750H, GeForce GTX 1050 3GB, 16GB DDR4, 512GB PCIe NVMe SSD, Teclado retroiluminado, A715-74G-71WS)",,,6,Acer,4.4,Acer,Acer Aspire,,0.18,24.1,16.0,,,Intel,Core i7 Family,4.5,16,DDR4,DDR4,16.0,,,Solid State,gddr5,nvidia_geforce_gtx_1050,GDDR5,,Integrado,Bluetooth,,,No Optical Drive,Windows 10,32,2.0,3.2,A715-74G-71WS-US,2019-09-12
353,Laptop ROG Strix SCAR II ASUS 17.3'' Nvidia GeForce RTX 2070 8GB GDDR6 Intel Core i7-8750H 16GB DDR4 RAM 512GB SSD 1TB HDD Windows 10 Home teclado en inglés,,,305,Asus,4.0,Asus,ROG Strix Scar II GL704GW,,0.25,27.2,17.0,,,Intel,,,16,DDR4,DDR4,32.0,1,,Solid State,NVIDIA GeForce RTX 2070,Dedicated,GDDR6,,PCI-E,802.11a/b/g/n/ac,,,None,Windows 10 Home,66,4.0,5.1,GL704GW-DS76,2019-02-14
354,"Lenovo IdeaPad 720S-13ARR, 13"" FHD, AMD Ryzen 5 3.6GHz, 4GB RAM, 128GB SSD, Windows 10, Plata",18659.0,,1,Lenovo,3.0,Lenovo,IdeaPad 720S-13ARR,Plata,0.13,30.5,13.0,1920,1080,AMD,None,3.6,4,"A bordo, DDR4-SDRAM",DDR4,8.0,128,,,,No disponible,,,,802.11bgn,,,None,Windows 10,8,4.0,2.0,IdeaPad 720S-13ARR,2019-02-05
355,"Lenovo IdeaPad S340 Laptop, 15.6"" Screen, AMD Ryzen 5, 8GB Memory, 256GB Solid State Drive, Windows 10 Home, 81NC0014US",,,2,Lenovo,5.0,Lenovo,Lenovo Ideapad,,,,16.0,,,AMD,,,8,,,,,,,,,,,,"802.11abg, 802.11ac, 802.11a/b/g/n, 802.11a",,,,Windows 10 Home,15,45.0,2.5,,2019-08-10
356,"Acer Aspire 7 Laptop, 15.6"" Full HD, 8th Gen Intel Core i7-8705G, AMD Radeon RX Vega M GL, 16GB DDR4, 512GB PCIe NVMe SSD, A715-73G-75BW",,,1,Acer,4.0,Acer,A715-73G-75BW,,0.17,36.0,16.0,,,Intel,Intel Core i7,4.1,16,DDR4,DDR4,16.0,512,,Solid State,AMD Radeon RX Vega M GL,Dedicated,FPM DRAM,,Integrado,802.11ac,,,None,Windows 10 Home,38,4.0,2.5,A715-73G-75BW,2019-03-20
357,"HP Spectre x360-15 Quad Core(8th Gen. Intel i7-8550U, 16GB DDR4, 512GB PCIe NVMe SSD, 4K IPS EDP 3840x2160, NVIDIA GeForce MX150 GDDR5, Windows 10) Bang & Olufsen MS Ink 15.6"" Convertible 2-in-1",,,8,HP,3.2,HP,1WB97AV,,0.18,25.1,16.0,3840,2160,Intel,Intel Core i7,1.8,16,,DDR4,,512,,Solid State,NVIDIA GeForce MX150,Dedicated,GDDR5,2,,802.11ac,,,,Windows 10,79,6.0,4.0,Z4Z38UA,2017-10-28
358,HP Chromebook 14 - Nueva versión (Blanca Nieve),12350.0,,419,HP,3.4,HP,14-x010nr,Blanca nieves,0.18,34.4,14.0,1366,768,NVIDIA Tegra,Tegra,2.3,2,"A bordo, DDR3L-SDRAM",,16.0,16,SSD,,nvidia tegra k1,No disponible,,,,802.11ac,2,,No,Chrome OS,37,3.0,2.4,J9M84UA#ABA,2014-09-01
359,"2018 Newest HP 15.6"" HD (1366 x 768) Flagship High Performance Laptop PC, Intel 8th Gen Core i5-8250U Quad-Core, 12GB DDR4, 2TB HDD, DVD RW, Windows 10 (Marine Blue)",,,73,HP,4.0,HP,HP 15.6,Azul,0.24,25.4,16.0,,,Intel,Intel Core i5,1.6,12,,DDR3,16.0,2,,Serial ATA,Intel HD Graphics 620,,DDR4 SDRAM,8,AGP,802.11ac,1,,DVD+RW,Windows 10,4,2.0,3.0,T8TJG,2017-11-22
360,"HP Chromebook 11 G7 EE 11.6"" Chromebook - 1366 x 768 - Celeron N4000-4 GB RAM - 16 GB de memoria flash - cromado OS - Intel UHD Graphics 600 - Tecnología de conmutación en plano (IPS) - Teclado inglés",6848.18,,7,HP,5.0,HP,6QY22UT#ABA,,0.25,0.25,12.0,,,,,,,,,,,,,,Integrated,,,,,,,,,1,1.0,2.0,6QY22UT#ABA,2019-09-25
