name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 15.6"" FHD Laptop (7th Generation Intel Core i7, 16GB RAM, 1 TB HDD, AMD Radeon R7 M445 Graphics) (i5567-7292GRY)
                    
                

                
                    
                    
                
            ",,,83 calificaciones,Dell,2.9 de 5 estrellas,Dell,Inspiron 15 5000 Series (5567),Fog Gray,23 millimeters,39 centimeter,15.6 inches,,Intel,Intel Core i7,3.5 GHz,16 GB,,SDRAM,16 GB,1000 GB,SATA,Serial ATA,ddr5_sdram,amd_radeon_r7_m445,DDR5 SDRAM,,PCI-E,802.11ac,1,2,DVD+RW,Windows 10,42 watt_hours,2, ,3.4 Kg,i5567-7292GRY,28 de octubre de 2016
"
                
                    
                    
                

                
                    
                    
                        HP 17-bs011dx Negro Computadora portátil 43.9 cm (17.3"") 1600 x 900 Pixeles Intel® Core™ i5 de la séptima generación i5-7200U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 43.9 cm (17.3""), 1600 x 900 Pixeles, 8 GB, 1000 GB)
                    
                

                
                    
                    
                
            ",,,,HP,,HP,17-bs011dx,Negro,25 millimeters,27.8 centimeter,17.3 inches,1600 x 900 Pixeles,Intel,Intel Core i5,2.5 GHz,8 GB,DDR4-SDRAM,,,1000 GB,,Serial ATA,,No disponible,,,,"802.11b, 802.11g",1,,DVD Super Multi,Windows 10 Home,31 watt_hours,3, ,3.2 Kg,2DQ77UA,19 de julio de 2017
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook Flip TP410UA-DB51T computadora portátil Gris Híbrido (2-en-1) 35.6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil 2.50 GHz Intel® Core™ i5 de la séptima generación i5-7200U - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 6 GB, 1000 GB)
                    
                

                
                    
                    
                
            ","$28,650.00",,68 calificaciones,Asus,3.5 de 5 estrellas,Asus,TP410UA-DB51T,Gris,20 millimeters,22.6 centimeter,14 inches,1920 x 1080 Pixeles,Intel,Intel Core i5,2.5 GHz,1 GB,DDR4-SDRAM,,12 GB,1000 GB,Mechanical Hard Drive,Serial ATA,,No disponible,,,,"802.11a, 802.11b, 802.11g",2,,No,Windows 10 Home,42 watt_hours,2, ,2.7 Kg,TP410UA-DB51T,30 de septiembre de 2017
"
                
                    
                    
                

                
                    
                    
                        ASUS Chromebook Flip C213SA-YS02 11.6 inch Ruggedized & Spill Proof, Touchscreen, Intel Dual-Core Apollo Lake N3350 , 4GB DDR4 RAM, 32GB Flash Storage, USB Type-C, Supports Android Apps
                    
                

                
                    
                    
                
            ",,,324 calificaciones,Asus,4.1 de 5 estrellas,Asus,C213SA-YS02,Gris,20 millimeters,30.7 centimeter,11.6 inches,1366 x 768 Pixeles,Intel,Intel Celeron,1.1 GHz,4 GB,"A bordo, LPDDR4-SDRAM",,4 GB,32 GB,emmc,Solid State,integrated_graphics,No disponible,Shared,,Integrado,802.11ac,,2,No,Chrome OS,46 watt_hours,4, ,2 Kg,C213SA-YS02,31 de julio de 2017
"
                
                    
                    
                

                
                    
                    
                        HP Newest 14-Inch Chromebook HD SVA (1366 x 768) Display, Intel Dual Core Celeron N2840 2.16GHz, 4GB DD3L RAM, 16GB eMMc Hard Drive, Bluetooth, HDMI, Stereo Speakers, HD Webcam, Google Chrome OS
                    
                

                
                    
                    
                
            ",,,223 calificaciones,HP,4.0 de 5 estrellas,HP,HP CHROMEBOOK 14,Plateado,18 millimeters,23.9 centimeter,14 inches,1366x768,Intel,Intel Celeron,2.16 GHz,4 GB,,DDR3 SDRAM,,16 GB,,Serial ATA,Intel HD Graphics,intel_hd,,,,802.11a,2,,,Chrome OS,51 watt_hours,2, ,2.3 Kg,HP14Chrome,5 de octubre de 2017
"
                
                    
                    
                

                
                    
                    
                        DELL Inspiron 15 7000 Series Gaming Edition 7567 15.6-inch Full HD de visualización portátil, – Intel Core i5 – 7300hq, 1 TB híbrido HDD, 8 GB de memoria, gráficos Nvidia GTX 1050 4 GB, Windows 10
                    
                

                
                    
                    
                
            ",,,186 calificaciones,PC,3.9 de 5 estrellas,PC,i7567 Gaming Edition,,25 millimeters,38.6 centimeter,15.6 inches,1920 x 1080,Intel,Intel Core i5,3.50 GHz,8 GB,,DDR4 SDRAM,,1 TB,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,nvidia_geforce_gtx_1050,,,PCI-E,802.11ac,8,,,Windows 10 Home,4.9 watt_hours,2, ,4 Kg,Dell Inspiron i7567,18 de junio de 2017
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 3 A315-51-51SL, 15.6"" HD Laptop (Intel Core i5-7200U 2.5GHz, 6GB DDR4 SDRAM, 1TB Disco Duro, Windows 10 64 bits)
                    
                

                
                    
                    
                
            ",,,28 calificaciones,Acer,4.0 de 5 estrellas,Acer,Aspire 3,Gris,22 millimeters,38.2 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,2.50 GHz,6 GB,,DDR4 SDRAM,,1 TB,,Serial ATA,Intel HD Graphics 620,,,,Integrado,802.11ac,,,,Windows 10 Home,37 watt_hours,2, ,2.7 Kg,A315-51-51SL,2 de diciembre de 2017
"
                
                    
                    
                

                
                    
                    
                        ASUS ZenBook 15 UX533FD Ultra Slim Laptop 15.6"" FHD 4-Way NanoEdge, Intel Core i7-8565U NVIDA GeForce GTX 1050 Max Q Design Best Notebook Pen Light Windows Hello Silver (1TB SSD|16GB Ram|Win 10 Pro)
                    
                

                
                    
                    
                
            ",,,10 calificaciones,Asus,4.3 de 5 estrellas,Asus,ASUS ZenBook 15 UX533FD-DH74,,,,15.6 inches,,8th Gen Intel Whiskey Lake Core i7-8565U,Intel Core i7,4 GHz,16 GB,"DDR4, DDR3",SODIMM,,1 TB,,Solid State,NVIDIA GeForce GTX 1050 Max Q Design,nvidia_geforce_gtx_1050,,,,802.11ac,,,,Windows 10 Pro,73 watt_hours,4, ,3 Kg,,25 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        HP - Ordenador portátil
                    
                

                
                    
                    
                
            ",,,14 calificaciones,HP,4.1 de 5 estrellas,HP,HP Stream Laptop 14-ds0160nr,,18 millimeters,22.6 centimeter,14 inches,,AMD,AMD A4,2.2 GHz,4 GB,,,4 GB,64 GB,,Serial ATA,,,DDR4 SDRAM,,Integrado,,1,,None,,41 watt_hours,3, ,1.9 Kg,14-ds0160nr,14 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        2016 Newest Dell Inspiron 7000 13.3"" FHD (1920 x 1080) Touchscreen 2 in 1 convertible Laptop, Intel Core i7-6500U, 8GB, 256GB SSD, HDMI, Backlit Keyboard, Stylus, Bluetooth, No DVD, Windows 10- silver
                    
                

                
                    
                    
                
            ",,,55 calificaciones,Dell,3.5 de 5 estrellas,Dell,Insprion 2-in-1,Plateado,19 millimeters,22.2 centimeter,13.3 inches,,Intel Core i7-6500U,Intel Core i7,2.50 GHz,8 GB,,DDR3 SDRAM,,256 GB,,Solid State,Intel HD Graphics 520,intel_hd_graphics_520,,,,"802.11a, Bluetooth, 802.11bgn",,,,Windows 10,40 watt_hours,3, ,2.4 Kg,Dell Inspiron 13 i7359,18 de octubre de 2016
"
                
                    
                    
                

                
                    
                    
                        HP G5 11,6 Pulgadas HD Chromebook Intel Celeron N3060 (1,60 GHz), 4GB | SSD de 16GB, Negro, 11-11.99 Inches
                    
                

                
                    
                    
                
            ","$8,799.00"," $9,403.00",161 calificaciones,HP,4.2 de 5 estrellas,HP,X9U02UT#ABA,Black,7.6 centimeter,25.4 centimeter,11.6 inches,,Intel,Intel Celeron,1.60 GHz,4 GB,LPDDR3 SDRAM,,4 GB,16 GB,Flash Memory Solid State,ATA-4,Intel HD Graphics,Integrated,Shared,,Integrado,802.11abg,,,No Optical Drive,Chrome OS,43.7 watt_hours,3, ,1.7 Kg,HP Chromebook 11,9 de agosto de 2016
"
                
                    
                    
                

                
                    
                    
                        Lenovo Yoga 730 2-in-1 13.3"" FHD TouchScreen Laptop, Intel Core i5-8265U 1.6GHz up to 3.9GHz, 8GB DDR4, 256GB PCIe SSD, Webcam, Bluetooth, Fingerprint Reader, Thunderbolt, Backlit Keyboard, Windows 10
                    
                

                
                    
                    
                
            ",,,26 calificaciones,Lenovo,4.4 de 5 estrellas,Lenovo,Lenovo Yoga,"13.3"" Platinum Grey",14 millimeters,21.6 centimeter,13.3 inches,1920x1080,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,DDR3 SDRAM,2 MB,Integrado,802.11ac,,,No Optical Drive,Windows 10,4.90 watt_hours,2, ,2 Kg,Yoga 730,20 de julio de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus VivoBook Pro Thin & Light Laptop, 17"" Full HD , Intel i7-8550U Processor, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA Gaming GeForce GTX 1050,Backlit Keyboard, Windows 10, Star Gray, N705UD-EH76
                    
                

                
                    
                    
                
            ",,,198 calificaciones,Asus,3.9 de 5 estrellas,Asus,,Star Gray,20 millimeters,26.9 centimeter,17.3 inches,,Intel,8032,1.8 GHz,16 GB,,,16 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,4 GB,PCI-E,802.11ac,2,,None,Windows 10 Home,42 watt_hours,3, ,3.8 Kg,N705UD-EH76,21 de noviembre de 2017
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 15.6"", Intel Core i3,  8GB RAM 1TB HDD, Intel HD Graphics 62 Windows 10
                    
                

                
                    
                    
                
            ","$20,350.00",,167 calificaciones,Dell,3.3 de 5 estrellas,Dell,Inspiron,Negro,25.8 centimeter,23 millimeters,15.6 inches,1366 x 768,Intel,Intel Core i3,2.30 GHz,8 GB,DDR4,DDR4 SDRAM,,1 TB,,Solid State,Intel HD Graphics 620,intel_hd,,1 GB,Integrado,802.11n,1,,,Windows 10 Home,5 watt_hours,2, ,3 Kg,Inspiron,22 de enero de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 15.6"" FHD Touchscreen Laptop Computer 10th Gen Intel Quad-Core i5 1035G1 up to 3.6GHz 12GB DDR4 RAM 512GB PCIE SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 HDMI Windows 10 Home Black
                    
                

                
                    
                    
                
            ",,,5 calificaciones,Dell,3.2 de 5 estrellas,Dell,Inspiron,,23 millimeters,25.8 centimeter,15.60 inches,1920x1080,Intel,Intel Core i5,1 GHz,12 GB,DDR4,DDR4 SDRAM,,512 GB,,PCIE x 4,Intel ICL-U UHD Graphics,,,,,802.11ac,,,,Windows 10,32 watt_hours,2, ,2.8 Kg,15 3000,11 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 2019 Flagship Envy x360 15.6""  Full HD IPS 2-in-1 Touchscreen Business Laptop/Tablet, Intel Quad-Core i7-8550U up to 4GHz 8GB DDR4 256GB SSD Bluetooth 4.2 802.11ac Backlit Keyboard Win 10
                    
                

                
                    
                    
                
            ",,,1 calificación,HP,5.0 de 5 estrellas,HP,,,20 millimeters,36 centimeter,15.6 inches,,,Intel Core i7,,8 GB,,DDR SDRAM,,256 GB,,,,,,,,802.11ac,,,,,56 watt_hours,3, ,3.1 Kg,HP,3 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Microsoft Surface Pro - Tablet (31.2 cm (12.3""), 2736 x 1824 Pixeles, 256 GB, 8 GB, Windows 10 Pro, Negro, Plata)
                    
                

                
                    
                    
                
            ","$32,297.86",,3 calificaciones,Microsoft,4.6 de 5 estrellas,Microsoft,Surface Pro,"Negro, Plata",20.1 centimeter,8 millimeters,12.3 inches,2736 x 1824 Pixeles,Intel,Intel Core i5,2.6 GHz,8 GB,LPDDR3-SDRAM,SDRAM,,256 GB,,,HD Graphics 620,Intel,,,,"802.11a, 802.11b, 802.11g",,,,Windows 10 Pro,3000 milliamp_hours,2, ,2.3 Kg,FJY-00001,25 de mayo de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 15 Touch Laptop: Core i7-6500U, 8GB RAM, 1TB HDD, 15.6"" Full HD Touchscreen Display, RealSense 3D camera (Microsoft Signature Edition)(Versión EE.UU., importado)
                    
                

                
                    
                    
                
            ",,,27 calificaciones,Dell,3.3 de 5 estrellas,Dell,Dell Inspiron,,25 millimeters,25 millimeters,15.6 inches,,Intel,Intel Core i7,,8 GB,,DDR3 SDRAM,,,,,Intel HD Graphics 520,,,,,801.11ac,,,,Windows 10,6 watt_hours,2, ,3.4 Kg,T8TJG,30 de noviembre de 2016
"
                
                    
                    
                

                
                    
                    
                        Microsoft Surface Book (512 GB, 16 GB de RAM, Intel Core i7, NVIDIA GeForce Graphics)
                    
                

                
                    
                    
                
            ",,,798 calificaciones,Microsoft,3.6 de 5 estrellas,Microsoft,Surface Book,Plata,49 millimeters,41.8 centimeter,13.5 inches,3000 x 2000 Pixeles,Intel,Core M Family,2.6 GHz,16 GB,,DDR3 SDRAM,16 GB,512 GB,,,Nvidia GeForce GPU,Intel® HD Graphics 520,,1 GB,Integrado,802.11ac,,,No,Windows 10 Pro,37 watt_hours,2, ,2.2 Kg,CR7-00001,9 de enero de 2016
"
                
                    
                    
                

                
                    
                    
                        Razer Blade (GeForce GTX 1060) 14"" HD Gaming Laptop (7th Gen Intel Core i7, 16GB RAM, 512GB SSD) - VR Ready
                    
                

                
                    
                    
                
            ",,,209 calificaciones,Razer,3.3 de 5 estrellas,Razer,blade,,18 millimeters,34.5 centimeter,14 inches,,Intel,Intel Core i7,2.8 GHz,16 GB,,DIMM,16.1 GB,512 GB,,,geforce gtx,nvidia_geforce_gtx_1060,,,,802.11abg,,,None,Windows 10,80 watt_hours,4, ,3.6 Kg,RZ09-01953E72-R3U1,9 de marzo de 2017
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook S15 S510UN-EH76 computadora portátil Oro 39.6 cm (15.6"") 1920 x 1080 Pixeles 1.80 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8550U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.80 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 8 GB, 1256 GB)
                    
                

                
                    
                    
                
            ",,,173 calificaciones,Asus,3.9 de 5 estrellas,Asus,S510UN-EH76,Oro,18 millimeters,24.4 centimeter,15.6 inches,1920 x 1080 Pixeles,Intel,Intel Core i7,1.8 GHz,8 GB,DDR4-SDRAM,GDDR5,16 GB,1256 GB,,Serial ATA-600,GeForce MX150,NVIDIA GeForce MX150,GDDR5,,PCI-E,"802.11a, 802.11b, 802.11g",2,,No,Windows 10 Home,42 watt_hours,3, ,2.5 Kg,S510UN-EH76,24 de abril de 2018
